code_module,gender,region,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result
EEE,M,Yorkshire Region,A Level or Equivalent,0-35,0,90,N,Pass
FFF,M,London Region,A Level or Equivalent,35-55,0,120,N,Pass
BBB,M,South West Region,Lower Than A Level,0-35,0,120,N,Withdrawn
CCC,M,Yorkshire Region,HE Qualification,0-35,0,40,N,Pass
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,South Region,Lower Than A Level,0-35,1,120,N,Pass
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,F,East Midlands Region,Lower Than A Level,35-55,0,90,N,Pass
FFF,M,London Region,Lower Than A Level,0-35,1,180,N,Withdrawn
DDD,F,West Midlands Region,Lower Than A Level,0-35,2,120,N,Withdrawn
GGG,F,East Anglian Region,Lower Than A Level,35-55,0,30,N,Pass
FFF,M,London Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
BBB,F,East Midlands Region,HE Qualification,35-55,0,60,N,Pass
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,F,Ireland,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,F,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
GGG,F,London Region,Lower Than A Level,0-35,0,30,N,Pass
DDD,F,Scotland,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,South West Region,Lower Than A Level,35-55,0,60,N,Pass
FFF,F,Yorkshire Region,No Formal quals,0-35,0,120,N,Withdrawn
FFF,F,Scotland,HE Qualification,35-55,0,90,N,Pass
FFF,M,Wales,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,Ireland,Lower Than A Level,0-35,0,75,N,Fail
BBB,F,South West Region,Lower Than A Level,0-35,0,150,N,Withdrawn
DDD,F,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,F,London Region,Lower Than A Level,0-35,1,60,N,Fail
DDD,M,East Midlands Region,Lower Than A Level,35-55,0,60,N,Withdrawn
FFF,M,South Region,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,Scotland,HE Qualification,0-35,1,60,N,Withdrawn
FFF,M,Wales,Lower Than A Level,0-35,0,75,N,Withdrawn
CCC,M,Scotland,A Level or Equivalent,0-35,0,120,N,Withdrawn
DDD,F,East Midlands Region,A Level or Equivalent,35-55,0,75,N,Fail
DDD,M,Yorkshire Region,Lower Than A Level,0-35,1,120,N,Withdrawn
BBB,F,Scotland,HE Qualification,0-35,0,60,N,Fail
BBB,F,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,Ireland,Lower Than A Level,35-55,0,60,N,Pass
FFF,F,North Region,HE Qualification,0-35,0,120,N,Pass
FFF,M,London Region,Lower Than A Level,0-35,0,120,N,Withdrawn
CCC,M,Scotland,Lower Than A Level,0-35,0,90,N,Fail
DDD,F,South West Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
FFF,M,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,Wales,A Level or Equivalent,35-55,1,120,N,Pass
CCC,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,South Region,Lower Than A Level,0-35,0,90,N,Pass
BBB,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,F,West Midlands Region,A Level or Equivalent,0-35,0,90,N,Pass
BBB,M,Yorkshire Region,Lower Than A Level,0-35,0,60,Y,Pass
DDD,M,North Region,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,South Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,Wales,Lower Than A Level,0-35,2,90,N,Fail
DDD,F,East Anglian Region,HE Qualification,0-35,0,60,N,Withdrawn
BBB,F,North Western Region,Lower Than A Level,35-55,0,180,N,Fail
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
EEE,M,South Region,A Level or Equivalent,35-55,0,60,N,Pass
DDD,F,Yorkshire Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,North Western Region,Lower Than A Level,0-35,0,120,N,Pass
GGG,M,South East Region,Lower Than A Level,0-35,0,30,N,Fail
CCC,F,East Midlands Region,A Level or Equivalent,0-35,0,60,Y,Pass
DDD,F,East Anglian Region,Lower Than A Level,0-35,4,60,N,Fail
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
FFF,M,North Western Region,Lower Than A Level,35-55,0,60,N,Withdrawn
CCC,M,South Region,Lower Than A Level,0-35,1,30,N,Fail
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,London Region,Lower Than A Level,0-35,0,120,N,Fail
CCC,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
CCC,M,North Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,Wales,A Level or Equivalent,0-35,0,180,N,Fail
CCC,M,Scotland,A Level or Equivalent,0-35,0,60,N,Fail
CCC,M,East Midlands Region,A Level or Equivalent,0-35,0,30,N,Fail
CCC,M,North Western Region,A Level or Equivalent,0-35,0,120,N,Pass
GGG,F,London Region,A Level or Equivalent,0-35,0,30,N,Pass
FFF,M,South Region,HE Qualification,35-55,0,60,N,Pass
CCC,M,Scotland,HE Qualification,35-55,0,30,N,Fail
BBB,F,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,F,London Region,Lower Than A Level,0-35,1,210,N,Withdrawn
CCC,M,South West Region,A Level or Equivalent,0-35,0,90,N,Fail
EEE,M,Scotland,A Level or Equivalent,0-35,0,30,N,Fail
CCC,M,South Region,HE Qualification,35-55,0,60,N,Withdrawn
BBB,F,East Anglian Region,No Formal quals,0-35,0,60,N,Pass
BBB,F,South East Region,Lower Than A Level,35-55,0,60,Y,Withdrawn
BBB,F,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,East Anglian Region,HE Qualification,0-35,0,90,N,Pass
FFF,M,Scotland,A Level or Equivalent,0-35,1,90,N,Pass
BBB,F,Yorkshire Region,Lower Than A Level,0-35,0,120,N,Fail
GGG,F,North Region,Lower Than A Level,35-55,0,90,N,Fail
FFF,M,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,South East Region,Lower Than A Level,35-55,0,60,N,Pass
FFF,F,Scotland,HE Qualification,0-35,0,60,Y,Pass
BBB,F,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,Wales,Lower Than A Level,35-55,0,60,N,Withdrawn
GGG,F,East Midlands Region,A Level or Equivalent,35-55,0,30,N,Withdrawn
EEE,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,West Midlands Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
FFF,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,South Region,A Level or Equivalent,35-55,0,150,N,Withdrawn
BBB,F,South Region,Lower Than A Level,0-35,1,120,Y,Fail
DDD,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,North Region,HE Qualification,0-35,0,90,N,Pass
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
EEE,M,South Region,Lower Than A Level,0-35,0,60,N,Pass
AAA,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
CCC,M,South East Region,HE Qualification,35-55,0,90,N,Pass
BBB,F,Wales,A Level or Equivalent,35-55,0,60,N,Withdrawn
FFF,M,Yorkshire Region,Lower Than A Level,35-55,0,60,Y,Withdrawn
CCC,M,South Region,Lower Than A Level,0-35,0,30,N,Pass
DDD,M,West Midlands Region,Lower Than A Level,0-35,0,120,N,Withdrawn
EEE,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,Scotland,HE Qualification,0-35,0,120,N,Pass
EEE,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
AAA,M,North Region,Lower Than A Level,0-35,1,120,N,Pass
FFF,F,South West Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,West Midlands Region,Lower Than A Level,35-55,0,120,N,Withdrawn
DDD,M,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,North Region,HE Qualification,35-55,0,120,N,Withdrawn
EEE,M,North Region,Lower Than A Level,0-35,0,30,N,Pass
BBB,F,South Region,Lower Than A Level,35-55,0,60,N,Withdrawn
CCC,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,M,East Midlands Region,Post Graduate Qualification,35-55,1,60,N,Fail
EEE,M,South Region,Lower Than A Level,0-35,0,30,N,Fail
EEE,M,East Midlands Region,A Level or Equivalent,35-55,0,160,N,Pass
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,150,N,Pass
FFF,M,South East Region,Lower Than A Level,0-35,0,120,N,Withdrawn
EEE,F,North Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,F,South Region,A Level or Equivalent,0-35,0,60,N,Fail
DDD,M,North Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
GGG,F,West Midlands Region,A Level or Equivalent,0-35,0,30,Y,Fail
CCC,M,North Region,A Level or Equivalent,0-35,0,60,N,Pass
EEE,F,Scotland,HE Qualification,0-35,0,240,N,Pass
BBB,F,Wales,A Level or Equivalent,0-35,0,70,N,Pass
BBB,F,Scotland,Lower Than A Level,35-55,2,120,N,Pass
FFF,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,F,London Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,M,North Region,Lower Than A Level,0-35,0,120,N,Withdrawn
FFF,M,North Western Region,A Level or Equivalent,35-55,0,120,N,Withdrawn
GGG,M,Wales,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
DDD,F,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
AAA,M,Wales,A Level or Equivalent,0-35,0,120,N,Pass
DDD,M,Yorkshire Region,A Level or Equivalent,0-35,1,120,Y,Withdrawn
GGG,F,London Region,A Level or Equivalent,0-35,0,30,N,Pass
DDD,M,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,F,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
DDD,M,South West Region,A Level or Equivalent,0-35,0,120,Y,Pass
CCC,F,Scotland,A Level or Equivalent,35-55,0,90,N,Pass
FFF,M,North Western Region,A Level or Equivalent,0-35,0,150,N,Fail
FFF,M,Yorkshire Region,Lower Than A Level,35-55,0,60,N,Fail
FFF,M,South West Region,Lower Than A Level,35-55,0,240,Y,Withdrawn
BBB,F,North Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,East Anglian Region,No Formal quals,0-35,0,60,N,Fail
FFF,M,Wales,A Level or Equivalent,0-35,0,60,N,Pass
AAA,M,London Region,Lower Than A Level,35-55,0,60,N,Pass
BBB,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
GGG,F,South Region,A Level or Equivalent,0-35,0,30,Y,Fail
DDD,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,Yorkshire Region,A Level or Equivalent,0-35,1,240,N,Withdrawn
FFF,M,North Western Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,F,Ireland,Lower Than A Level,35-55,0,60,N,Pass
DDD,M,South Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,Scotland,HE Qualification,0-35,0,60,N,Pass
CCC,F,North Western Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
BBB,F,Scotland,Lower Than A Level,35-55,0,60,N,Pass
BBB,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Fail
CCC,M,West Midlands Region,A Level or Equivalent,0-35,0,90,N,Pass
FFF,M,South Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
DDD,M,Wales,Lower Than A Level,0-35,0,60,N,Fail
FFF,M,London Region,No Formal quals,0-35,0,150,N,Withdrawn
DDD,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Fail
BBB,F,Wales,A Level or Equivalent,35-55,0,90,N,Withdrawn
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,120,N,Pass
EEE,F,Scotland,HE Qualification,0-35,0,60,N,Pass
DDD,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,F,London Region,Lower Than A Level,0-35,0,90,N,Fail
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,60,Y,Withdrawn
FFF,M,South West Region,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,West Midlands Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
FFF,M,London Region,A Level or Equivalent,0-35,0,90,Y,Withdrawn
GGG,F,Yorkshire Region,Lower Than A Level,35-55,0,30,N,Pass
BBB,F,Scotland,Lower Than A Level,35-55,0,60,N,Withdrawn
BBB,F,Wales,Lower Than A Level,0-35,0,60,N,Fail
DDD,M,Wales,HE Qualification,0-35,0,60,N,Pass
FFF,F,Wales,Lower Than A Level,0-35,0,90,N,Fail
FFF,M,Scotland,A Level or Equivalent,35-55,0,60,Y,Pass
EEE,M,Ireland,A Level or Equivalent,0-35,0,75,N,Pass
CCC,M,North Western Region,HE Qualification,35-55,0,30,N,Fail
DDD,F,London Region,HE Qualification,35-55,1,150,N,Pass
DDD,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,0-35,1,60,Y,Withdrawn
DDD,M,London Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,F,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Pass
GGG,M,East Midlands Region,A Level or Equivalent,0-35,0,30,N,Pass
CCC,M,London Region,HE Qualification,35-55,0,60,N,Withdrawn
CCC,M,South Region,A Level or Equivalent,0-35,0,120,N,Fail
EEE,M,Scotland,HE Qualification,35-55,0,140,N,Withdrawn
FFF,F,London Region,A Level or Equivalent,0-35,0,180,N,Pass
BBB,F,Yorkshire Region,HE Qualification,0-35,0,120,N,Pass
EEE,M,Yorkshire Region,HE Qualification,35-55,0,60,N,Pass
CCC,M,Scotland,HE Qualification,0-35,1,60,N,Withdrawn
DDD,M,Scotland,Lower Than A Level,35-55,0,70,N,Withdrawn
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
FFF,M,East Midlands Region,HE Qualification,35-55,0,60,N,Pass
BBB,F,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
CCC,M,North Western Region,A Level or Equivalent,0-35,0,60,Y,Withdrawn
FFF,M,South East Region,A Level or Equivalent,0-35,0,60,Y,Withdrawn
CCC,M,Wales,Lower Than A Level,0-35,0,90,N,Withdrawn
CCC,M,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass
DDD,F,East Anglian Region,Lower Than A Level,35-55,1,60,N,Fail
BBB,F,North Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,London Region,HE Qualification,35-55,2,60,N,Fail
FFF,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
GGG,M,West Midlands Region,Lower Than A Level,35-55,0,30,N,Fail
DDD,M,West Midlands Region,Lower Than A Level,0-35,0,120,N,Pass
FFF,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
DDD,M,North Western Region,Lower Than A Level,0-35,0,180,N,Withdrawn
FFF,M,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Pass
GGG,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,M,Wales,Lower Than A Level,35-55,1,60,N,Fail
BBB,F,South Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,Wales,Lower Than A Level,0-35,0,60,N,Fail
GGG,F,South Region,HE Qualification,0-35,0,30,N,Fail
DDD,F,North Western Region,Lower Than A Level,0-35,1,160,N,Fail
GGG,F,South Region,Lower Than A Level,35-55,0,60,N,Withdrawn
DDD,F,South West Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail
FFF,F,East Midlands Region,Lower Than A Level,0-35,0,90,N,Fail
EEE,M,Wales,Lower Than A Level,0-35,0,60,Y,Pass
EEE,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,North Western Region,Lower Than A Level,0-35,1,180,Y,Withdrawn
BBB,F,North Western Region,Lower Than A Level,0-35,1,60,N,Withdrawn
BBB,F,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Fail
FFF,M,South East Region,Lower Than A Level,35-55,0,90,N,Pass
BBB,F,Yorkshire Region,No Formal quals,0-35,2,60,N,Fail
FFF,F,Wales,Lower Than A Level,35-55,0,90,Y,Pass
AAA,F,Scotland,HE Qualification,55<=,1,60,N,Fail
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,F,Ireland,HE Qualification,35-55,0,60,N,Pass
CCC,F,London Region,Lower Than A Level,0-35,0,120,N,Pass
DDD,M,West Midlands Region,A Level or Equivalent,35-55,0,160,N,Fail
DDD,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Fail
AAA,M,Wales,A Level or Equivalent,0-35,0,120,N,Pass
DDD,F,Ireland,A Level or Equivalent,35-55,0,60,N,Fail
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Fail
CCC,F,East Midlands Region,Lower Than A Level,0-35,0,150,N,Withdrawn
GGG,M,London Region,Post Graduate Qualification,35-55,0,30,N,Withdrawn
DDD,F,North Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,South Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,London Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
DDD,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,South Region,Lower Than A Level,35-55,0,60,N,Pass
GGG,M,Yorkshire Region,Lower Than A Level,35-55,0,30,Y,Fail
EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
EEE,M,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,Yorkshire Region,Lower Than A Level,0-35,1,120,N,Withdrawn
BBB,F,North Western Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,F,Yorkshire Region,Lower Than A Level,0-35,1,60,N,Pass
DDD,M,Scotland,HE Qualification,0-35,0,90,N,Withdrawn
EEE,M,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,North Western Region,Lower Than A Level,35-55,0,60,N,Withdrawn
EEE,M,East Anglian Region,Lower Than A Level,0-35,0,30,N,Pass
GGG,F,London Region,A Level or Equivalent,35-55,0,30,N,Pass
FFF,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,East Midlands Region,A Level or Equivalent,0-35,0,180,Y,Withdrawn
EEE,M,Wales,A Level or Equivalent,35-55,0,60,N,Pass
EEE,M,West Midlands Region,HE Qualification,35-55,0,30,N,Pass
DDD,M,Wales,Lower Than A Level,0-35,0,60,N,Fail
GGG,F,East Anglian Region,A Level or Equivalent,0-35,0,30,N,Pass
CCC,M,East Midlands Region,HE Qualification,0-35,0,60,N,Pass
BBB,M,North Region,Lower Than A Level,0-35,0,120,N,Fail
CCC,M,Yorkshire Region,A Level or Equivalent,0-35,0,90,N,Fail
BBB,M,South Region,A Level or Equivalent,0-35,0,120,N,Fail
DDD,F,Scotland,Lower Than A Level,0-35,0,120,N,Withdrawn
EEE,M,West Midlands Region,Lower Than A Level,0-35,0,30,N,Pass
FFF,M,East Midlands Region,Lower Than A Level,0-35,0,60,Y,Fail
DDD,F,North Region,A Level or Equivalent,35-55,1,150,N,Fail
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
EEE,M,Yorkshire Region,Lower Than A Level,35-55,0,60,N,Pass
BBB,F,Wales,Lower Than A Level,35-55,0,60,N,Pass
EEE,M,Scotland,A Level or Equivalent,0-35,0,30,N,Fail
BBB,F,Wales,Lower Than A Level,0-35,0,60,Y,Fail
BBB,F,Wales,Lower Than A Level,0-35,0,60,N,Fail
EEE,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
EEE,M,South East Region,Lower Than A Level,0-35,0,60,N,Withdrawn
CCC,M,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,M,East Anglian Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,M,East Midlands Region,Lower Than A Level,35-55,0,120,N,Withdrawn
FFF,M,South Region,HE Qualification,35-55,0,90,N,Pass
DDD,M,South West Region,HE Qualification,0-35,0,60,N,Withdrawn
FFF,M,East Midlands Region,Lower Than A Level,35-55,3,210,Y,Withdrawn
DDD,M,South East Region,A Level or Equivalent,0-35,2,120,Y,Withdrawn
BBB,F,North Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,East Midlands Region,Lower Than A Level,0-35,0,120,N,Fail
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass
AAA,M,London Region,HE Qualification,0-35,0,60,N,Pass
FFF,M,South Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,Wales,A Level or Equivalent,35-55,0,90,N,Pass
DDD,F,East Midlands Region,Lower Than A Level,0-35,1,60,N,Withdrawn
CCC,F,North Region,Post Graduate Qualification,35-55,0,90,N,Pass
DDD,M,North Western Region,Lower Than A Level,35-55,0,60,N,Withdrawn
GGG,M,West Midlands Region,Lower Than A Level,0-35,0,30,N,Fail
FFF,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Fail
DDD,M,London Region,Lower Than A Level,0-35,0,120,N,Fail
DDD,F,Scotland,HE Qualification,35-55,0,60,N,Pass
CCC,F,Wales,A Level or Equivalent,0-35,0,170,N,Withdrawn
BBB,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Fail
FFF,M,East Anglian Region,Lower Than A Level,0-35,3,120,N,Withdrawn
FFF,M,Scotland,HE Qualification,0-35,0,120,Y,Fail
BBB,F,East Anglian Region,A Level or Equivalent,0-35,1,120,Y,Pass
CCC,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Fail
GGG,F,East Midlands Region,HE Qualification,35-55,0,30,N,Pass
DDD,M,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,London Region,Lower Than A Level,35-55,1,120,Y,Fail
GGG,F,East Anglian Region,A Level or Equivalent,35-55,0,30,N,Pass
FFF,M,West Midlands Region,A Level or Equivalent,0-35,1,60,N,Pass
DDD,F,North Region,HE Qualification,0-35,0,120,N,Pass
EEE,M,South East Region,A Level or Equivalent,0-35,0,90,N,Pass
DDD,M,North Western Region,Lower Than A Level,0-35,0,210,N,Withdrawn
FFF,M,Scotland,A Level or Equivalent,0-35,0,120,N,Fail
FFF,M,South Region,A Level or Equivalent,0-35,0,90,Y,Pass
FFF,F,Yorkshire Region,Lower Than A Level,0-35,0,120,N,Fail
CCC,M,South Region,Lower Than A Level,0-35,0,60,Y,Pass
FFF,M,North Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,South East Region,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,F,East Midlands Region,Lower Than A Level,0-35,1,120,N,Withdrawn
FFF,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
FFF,M,South East Region,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,South West Region,Lower Than A Level,0-35,0,180,N,Pass
BBB,M,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,M,Yorkshire Region,Lower Than A Level,0-35,0,240,N,Pass
DDD,M,Ireland,A Level or Equivalent,0-35,0,120,Y,Pass
BBB,M,West Midlands Region,A Level or Equivalent,35-55,0,120,N,Pass
